UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
BA;Ribeira Do Pombal;2926608;75;40000-000;48999-999
BA;Ribeirão Do Largo;2926657;77;40000-000;48999-999
BA;Rio De Contas;2926707;77;40000-000;48999-999
BA;Rio Do Antônio;2926806;77;40000-000;48999-999
BA;Rio Do Pires;2926905;77;40000-000;48999-999
BA;Rio Real;2927002;75;40000-000;48999-999
BA;Rodelas;2927101;75;40000-000;48999-999
BA;Ruy Barbosa;2927200;75;40000-000;48999-999
BA;Salinas Da Margarida;2927309;75;40000-000;48999-999
BA;Salvador;2927408;71;40010-020;40040-474
BA;Santa Bárbara;2927507;75;40000-000;48999-999
BA;Santa Brígida;2927606;75;40000-000;48999-999
BA;Santa Cruz Cabrália;2927705;73;40000-000;48999-999
BA;Santa Cruz Da Vitória;2927804;73;40000-000;48999-999
BA;Santa Inês;2927903;73;40000-000;48999-999
BA;Santa Luzia;2928059;73;40000-000;48999-999
BA;Santa Maria Da Vitória;2928109;77;40000-000;48999-999
BA;Santa Rita De Cássia;2928406;77;40000-000;48999-999
BA;Santa Teresinha;2928505;75;40000-000;48999-999
BA;Santaluz;2928000;75;40000-000;48999-999
BA;Santana;2928208;77;40000-000;48999-999
BA;Santanópolis;2928307;75;40000-000;48999-999
BA;Santo Amaro;2928604;75;40000-000;48999-999
BA;Santo Antônio De Jesus;2928703;75;44570-360;44574-330
BA;Santo Estêvão;2928802;75;40000-000;48999-999
BA;São Desidério;2928901;77;40000-000;48999-999
BA;São Domingos;2928950;75;40000-000;48999-999
BA;São Felipe;2929107;75;40000-000;48999-999
BA;São Félix;2929008;75;40000-000;48999-999
BA;São Félix Do Coribe;2929057;77;40000-000;48999-999
BA;São Francisco Do Conde;2929206;71;40000-000;48999-999
BA;São Gabriel;2929255;74;40000-000;48999-999
BA;São Gonçalo Dos Campos;2929305;75;40000-000;48999-999
BA;São José Da Vitória;2929354;73;40000-000;48999-999
BA;São José Do Jacuípe;2929370;74;40000-000;48999-999
BA;São Miguel Das Matas;2929404;75;40000-000;48999-999
BA;São Sebastião Do Passé;2929503;71;40000-000;48999-999
BA;Sapeaçu;2929602;75;40000-000;48999-999
BA;Sátiro Dias;2929701;75;40000-000;48999-999
BA;Saubara;2929750;71;40000-000;48999-999
BA;Saúde;2929800;74;40000-000;48999-999
BA;Seabra;2929909;75;40000-000;48999-999
BA;Sebastião Laranjeiras;2930006;77;40000-000;48999-999
BA;Senhor Do Bonfim;2930105;74;40000-000;48999-999
BA;Sento Sé;2930204;74;40000-000;48999-999
BA;Serra Do Ramalho;2930154;77;40000-000;48999-999
BA;Serra Dourada;2930303;77;40000-000;48999-999
BA;Serra Preta;2930402;75;40000-000;48999-999
BA;Serrinha;2930501;75;40000-000;48999-999
BA;Serrolândia;2930600;74;40000-000;48999-999
BA;Simões Filho;2930709;71;40000-000;48999-999
BA;Sítio Do Mato;2930758;77;40000-000;48999-999
BA;Sítio Do Quinto;2930766;75;40000-000;48999-999
BA;Sobradinho;2930774;74;40000-000;48999-999
BA;Souto Soares;2930808;75;40000-000;48999-999
BA;Tabocas Do Brejo Velho;2930907;77;40000-000;48999-999
BA;Tanhaçu;2931004;77;40000-000;48999-999
BA;Tanque Novo;2931053;77;40000-000;48999-999
BA;Tanquinho;2931103;75;40000-000;48999-999
BA;Taperoá;2931202;75;40000-000;48999-999
BA;Tapiramutá;2931301;74;40000-000;48999-999
BA;Teixeira De Freitas;2931350;73;40000-000;48999-999
BA;Teodoro Sampaio;2931400;75;40000-000;48999-999
BA;Teofilândia;2931509;75;40000-000;48999-999
BA;Teolândia;2931608;73;40000-000;48999-999
BA;Terra Nova;2931707;75;40000-000;48999-999
BA;Tremedal;2931806;77;40000-000;48999-999
BA;Tucano;2931905;75;40000-000;48999-999
BA;Uauá;2932002;74;40000-000;48999-999
BA;Ubaíra;2932101;75;40000-000;48999-999
BA;Ubaitaba;2932200;73;40000-000;48999-999
BA;Ubatã;2932309;73;40000-000;48999-999
BA;Uibaí;2932408;74;40000-000;48999-999
BA;Umburanas;2932457;74;40000-000;48999-999
BA;Una;2932507;73;40000-000;48999-999
BA;Urandi;2932606;77;40000-000;48999-999
BA;Uruçuca;2932705;73;40000-000;48999-999
BA;Utinga;2932804;75;40000-000;48999-999
BA;Valença;2932903;75;40000-000;48999-999
BA;Valente;2933000;75;40000-000;48999-999
BA;Várzea Da Roça;2933059;74;40000-000;48999-999
BA;Várzea Do Poço;2933109;74;40000-000;48999-999
BA;Várzea Nova;2933158;74;40000-000;48999-999
BA;Varzedo;2933174;75;40000-000;48999-999
BA;Vera Cruz;2933208;71;40000-000;48999-999
BA;Vereda;2933257;73;40000-000;48999-999
BA;Vitória Da Conquista;2933307;77;40000-000;48999-999
BA;Wagner;2933406;75;40000-000;48999-999
BA;Wanderley;2933455;77;40000-000;48999-999
BA;Wenceslau Guimarães;2933505;73;40000-000;48999-999
BA;Xique-Xique;2933604;74;40000-000;48999-999
CE;Abaiara;2300101;88;60000-000;63999-999
CE;Acarape;2300150;85;60000-000;63999-999
CE;Acaraú;2300200;88;60000-000;63999-999
CE;Acopiara;2300309;88;60000-000;63999-999
CE;Aiuaba;2300408;88;60000-000;63999-999
CE;Alcântaras;2300507;88;60000-000;63999-999
CE;Altaneira;2300606;88;60000-000;63999-999
CE;Alto Santo;2300705;88;60000-000;63999-999
CE;Amontada;2300754;88;60000-000;63999-999
CE;Antonina Do Norte;2300804;88;60000-000;63999-999
CE;Apuiarés;2300903;85;60000-000;63999-999
CE;Aquiraz;2301000;85;60000-000;63999-999
CE;Aracati;2301109;88;60000-000;63999-999
CE;Aracoiaba;2301208;85;60000-000;63999-999
CE;Ararendá;2301257;88;60000-000;63999-999
CE;Araripe;2301307;88;60000-000;63999-999
CE;Aratuba;2301406;85;60000-000;63999-999
CE;Arneiroz;2301505;88;60000-000;63999-999
CE;Assaré;2301604;88;60000-000;63999-999
CE;Aurora;2301703;88;60000-000;63999-999
CE;Baixio;2301802;88;60000-000;63999-999
CE;Banabuiú;2301851;88;60000-000;63999-999
CE;Barbalha;2301901;88;60000-000;63999-999
CE;Barreira;2301950;85;60000-000;63999-999
CE;Barro;2302008;88;60000-000;63999-999
CE;Barroquinha;2302057;88;60000-000;63999-999
CE;Baturité;2302107;85;60000-000;63999-999
CE;Beberibe;2302206;85;60000-000;63999-999
CE;Bela Cruz;2302305;88;60000-000;63999-999
CE;Boa Viagem;2302404;88;60000-000;63999-999
CE;Brejo Santo;2302503;88;60000-000;63999-999
CE;Camocim;2302602;88;60000-000;63999-999
CE;Campos Sales;2302701;88;60000-000;63999-999
CE;Canindé;2302800;85;60000-000;63999-999
CE;Capistrano;2302909;85;60000-000;63999-999
CE;Caridade;2303006;85;60000-000;63999-999
CE;Cariré;2303105;88;60000-000;63999-999
CE;Caririaçu;2303204;88;60000-000;63999-999
CE;Cariús;2303303;88;60000-000;63999-999
CE;Carnaubal;2303402;88;60000-000;63999-999
CE;Cascavel;2303501;85;60000-000;63999-999
CE;Catarina;2303600;88;60000-000;63999-999
CE;Catunda;2303659;88;60000-000;63999-999
CE;Caucaia;2303709;85;60000-000;63999-999
CE;Cedro;2303808;88;60000-000;63999-999
CE;Chaval;2303907;88;60000-000;63999-999
CE;Choró;2303931;88;60000-000;63999-999
CE;Chorozinho;2303956;85;60000-000;63999-999
CE;Coreaú;2304004;88;60000-000;63999-999
CE;Crateús;2304103;88;60000-000;63999-999
CE;Crato;2304202;88;60000-000;63999-999
CE;Croatá;2304236;88;60000-000;63999-999
CE;Cruz;2304251;88;60000-000;63999-999
CE;Deputado Irapuan Pinheiro;2304269;88;60000-000;63999-999
CE;Ererê;2304277;88;60000-000;63999-999
CE;Eusébio;2304285;85;60000-000;63999-999
CE;Farias Brito;2304301;88;60000-000;63999-999
CE;Forquilha;2304350;88;60000-000;63999-999
CE;Fortaleza;2304400;85;60010-010;60030-110
CE;Fortim;2304459;88;60000-000;63999-999
CE;Frecheirinha;2304509;88;60000-000;63999-999
CE;General Sampaio;2304608;85;60000-000;63999-999
CE;Graça;2304657;88;60000-000;63999-999
CE;Granja;2304707;88;60000-000;63999-999
CE;Granjeiro;2304806;88;60000-000;63999-999
CE;Groaíras;2304905;88;60000-000;63999-999
CE;Guaiúba;2304954;85;60000-000;63999-999
CE;Guaraciaba Do Norte;2305001;88;60000-000;63999-999
CE;Guaramiranga;2305100;85;60000-000;63999-999
CE;Hidrolândia;2305209;88;60000-000;63999-999
CE;Horizonte;2305233;85;60000-000;63999-999
CE;Ibaretama;2305266;88;60000-000;63999-999
CE;Ibiapina;2305308;88;60000-000;63999-999
CE;Ibicuitinga;2305332;88;60000-000;63999-999
CE;Icapuí;2305357;88;60000-000;63999-999
CE;Icó;2305407;88;60000-000;63999-999
CE;Iguatu;2305506;88;60000-000;63999-999
CE;Independência;2305605;88;60000-000;63999-999
CE;Ipaporanga;2305654;88;60000-000;63999-999
CE;Ipaumirim;2305704;88;60000-000;63999-999
CE;Ipu;2305803;88;60000-000;63999-999
CE;Ipueiras;2305902;88;60000-000;63999-999
CE;Iracema;2306009;88;60000-000;63999-999
CE;Irauçuba;2306108;88;60000-000;63999-999
CE;Itaiçaba;2306207;88;60000-000;63999-999
CE;Itaitinga;2306256;85;60000-000;63999-999
CE;Itapajé;2306306;85;60000-000;63999-999
CE;Itapipoca;2306405;88;60000-000;63999-999
CE;Itapiúna;2306504;88;60000-000;63999-999
CE;Itarema;2306553;88;60000-000;63999-999
CE;Itatira;2306603;88;60000-000;63999-999
CE;Jaguaretama;2306702;88;60000-000;63999-999
CE;Jaguaribara;2306801;88;60000-000;63999-999
CE;Jaguaribe;2306900;88;60000-000;63999-999
CE;Jaguaruana;2307007;88;60000-000;63999-999
CE;Jardim;2307106;88;60000-000;63999-999
CE;Jati;2307205;88;60000-000;63999-999
CE;Jijoca De Jericoacoara;2307254;88;60000-000;63999-999
CE;Juazeiro Do Norte;2307304;88;60000-000;63999-999
CE;Jucás;2307403;88;60000-000;63999-999
CE;Lavras Da Mangabeira;2307502;88;60000-000;63999-999
CE;Limoeiro Do Norte;2307601;88;60000-000;63999-999
CE;Madalena;2307635;88;60000-000;63999-999
CE;Maracanaú;2307650;85;60000-000;63999-999
CE;Maranguape;2307700;85;60000-000;63999-999
CE;Marco;2307809;88;60000-000;63999-999
CE;Martinópole;2307908;88;60000-000;63999-999
CE;Massapê;2308005;88;60000-000;63999-999
CE;Mauriti;2308104;88;60000-000;63999-999
CE;Meruoca;2308203;88;60000-000;63999-999
CE;Milagres;2308302;88;60000-000;63999-999
CE;Milhã;2308351;88;60000-000;63999-999
CE;Miraíma;2308377;88;60000-000;63999-999
CE;Missão Velha;2308401;88;60000-000;63999-999
CE;Mombaça;2308500;88;60000-000;63999-999
CE;Monsenhor Tabosa;2308609;88;60000-000;63999-999
CE;Morada Nova;2308708;88;60000-000;63999-999
CE;Moraújo;2308807;88;60000-000;63999-999
CE;Morrinhos;2308906;88;60000-000;63999-999
CE;Mucambo;2309003;88;60000-000;63999-999
CE;Mulungu;2309102;85;60000-000;63999-999
CE;Nova Olinda;2309201;88;60000-000;63999-999
CE;Nova Russas;2309300;88;60000-000;63999-999
CE;Novo Oriente;2309409;88;60000-000;63999-999
CE;Ocara;2309458;85;60000-000;63999-999
CE;Orós;2309508;88;60000-000;63999-999
CE;Pacajus;2309607;85;60000-000;63999-999
CE;Pacatuba;2309706;85;60000-000;63999-999
CE;Pacoti;2309805;85;60000-000;63999-999
CE;Pacujá;2309904;88;60000-000;63999-999
CE;Palhano;2310001;88;60000-000;63999-999
CE;Palmácia;2310100;85;60000-000;63999-999
CE;Paracuru;2310209;85;60000-000;63999-999
CE;Paraipaba;2310258;85;60000-000;63999-999
CE;Parambu;2310308;88;60000-000;63999-999
CE;Paramoti;2310407;85;60000-000;63999-999
CE;Pedra Branca;2310506;88;60000-000;63999-999
CE;Penaforte;2310605;88;60000-000;63999-999
CE;Pentecoste;2310704;85;60000-000;63999-999
CE;Pereiro;2310803;88;60000-000;63999-999
CE;Pindoretama;2310852;85;60000-000;63999-999
CE;Piquet Carneiro;2310902;88;60000-000;63999-999
CE;Pires Ferreira;2310951;88;60000-000;63999-999
CE;Poranga;2311009;88;60000-000;63999-999
CE;Porteiras;2311108;88;60000-000;63999-999
CE;Potengi;2311207;88;60000-000;63999-999
CE;Potiretama;2311231;88;60000-000;63999-999
CE;Quiterianópolis;2311264;88;60000-000;63999-999
CE;Quixadá;2311306;88;60000-000;63999-999
CE;Quixelô;2311355;88;60000-000;63999-999
CE;Quixeramobim;2311405;88;60000-000;63999-999
CE;Quixeré;2311504;88;60000-000;63999-999
CE;Redenção;2311603;85;60000-000;63999-999
CE;Reriutaba;2311702;88;60000-000;63999-999
CE;Russas;2311801;88;60000-000;63999-999
CE;Saboeiro;2311900;88;60000-000;63999-999
CE;Salitre;2311959;88;60000-000;63999-999
CE;Santa Quitéria;2312205;88;60000-000;63999-999
CE;Santana Do Acaraú;2312007;88;60000-000;63999-999
CE;Santana Do Cariri;2312106;88;60000-000;63999-999
CE;São Benedito;2312304;88;60000-000;63999-999
CE;São Gonçalo Do Amarante;2312403;85;60000-000;63999-999
CE;São João Do Jaguaribe;2312502;88;60000-000;63999-999
CE;São Luís Do Curu;2312601;85;60000-000;63999-999
CE;Senador Pompeu;2312700;88;60000-000;63999-999
CE;Senador Sá;2312809;88;60000-000;63999-999
CE;Sobral;2312908;88;60000-000;63999-999
CE;Solonópole;2313005;88;60000-000;63999-999
CE;Tabuleiro Do Norte;2313104;88;60000-000;63999-999
CE;Tamboril;2313203;88;60000-000;63999-999
CE;Tarrafas;2313252;88;60000-000;63999-999
CE;Tauá;2313302;88;60000-000;63999-999
CE;Tejuçuoca;2313351;85;60000-000;63999-999
CE;Tianguá;2313401;88;60000-000;63999-999
CE;Trairi;2313500;85;60000-000;63999-999
CE;Tururu;2313559;85;60000-000;63999-999
CE;Ubajara;2313609;88;60000-000;63999-999
CE;Umari;2313708;88;60000-000;63999-999
CE;Umirim;2313757;85;60000-000;63999-999
CE;Uruburetama;2313807;85;60000-000;63999-999
CE;Uruoca;2313906;88;60000-000;63999-999
CE;Varjota;2313955;88;60000-000;63999-999
CE;Várzea Alegre;2314003;88;60000-000;63999-999
CE;Viçosa Do Ceará;2314102;88;60000-000;63999-999
DF;Brasília;5300108;61;70000-000;73699-999
ES;Afonso Cláudio;3200102;27;29000-000;29999-999
ES;Água Doce Do Norte;3200169;27;29000-000;29999-999
ES;Águia Branca;3200136;27;29000-000;29999-999
ES;Alegre;3200201;28;29000-000;29999-999
ES;Alfredo Chaves;3200300;27;29000-000;29999-999
ES;Alto Rio Novo;3200359;27;29000-000;29999-999
ES;Anchieta;3200409;28;29000-000;29999-999
ES;Apiacá;3200508;28;29000-000;29999-999
ES;Aracruz;3200607;27;29000-000;29999-999
ES;Atilio Vivacqua;3200706;28;29000-000;29999-999
ES;Baixo Guandu;3200805;27;29000-000;29999-999
ES;Barra De São Francisco;3200904;27;29000-000;29999-999
ES;Boa Esperança;3201001;27;29000-000;29999-999
ES;Bom Jesus Do Norte;3201100;28;29000-000;29999-999
ES;Brejetuba;3201159;27;29000-000;29999-999
ES;Cachoeiro De Itapemirim;3201209;28;29000-000;29999-999
ES;Cariacica;3201308;27;29000-000;29999-999
ES;Castelo;3201407;28;29000-000;29999-999
ES;Colatina;3201506;27;29000-000;29999-999
ES;Conceição Da Barra;3201605;27;29000-000;29999-999
ES;Conceição Do Castelo;3201704;28;29000-000;29999-999
ES;Divino De São Lourenço;3201803;28;29000-000;29999-999
ES;Domingos Martins;3201902;27;29000-000;29999-999
ES;Dores Do Rio Preto;3202009;28;29000-000;29999-999
ES;Ecoporanga;3202108;27;29000-000;29999-999
ES;Fundão;3202207;27;29000-000;29999-999
ES;Governador Lindenberg;3202256;27;29000-000;29999-999
ES;Guaçuí;3202306;28;29000-000;29999-999
ES;Guarapari;3202405;27;29000-000;29999-999
ES;Ibatiba;3202454;28;29000-000;29999-999
ES;Ibiraçu;3202504;27;29000-000;29999-999
ES;Ibitirama;3202553;28;29000-000;29999-999
ES;Iconha;3202603;28;29000-000;29999-999
ES;Irupi;3202652;28;29000-000;29999-999
ES;Itaguaçu;3202702;27;29000-000;29999-999
ES;Itapemirim;3202801;28;29000-000;29999-999
ES;Itarana;3202900;27;29000-000;29999-999
ES;Iúna;3203007;28;29000-000;29999-999
ES;Jaguaré;3203056;27;29000-000;29999-999
ES;Jerônimo Monteiro;3203106;28;29000-000;29999-999
ES;João Neiva;3203130;27;29000-000;29999-999
ES;Laranja Da Terra;3203163;27;29000-000;29999-999
ES;Linhares;3203205;27;29000-000;29999-999
ES;Mantenópolis;3203304;27;29000-000;29999-999
ES;Marataízes;3203320;28;29000-000;29999-999
ES;Marechal Floriano;3203346;27;29000-000;29999-999
ES;Marilândia;3203353;27;29000-000;29999-999
ES;Mimoso Do Sul;3203403;28;29000-000;29999-999
ES;Montanha;3203502;27;29000-000;29999-999
ES;Mucurici;3203601;27;29000-000;29999-999
ES;Muniz Freire;3203700;28;29000-000;29999-999
ES;Muqui;3203809;28;29000-000;29999-999
ES;Nova Venécia;3203908;27;29000-000;29999-999
ES;Pancas;3204005;27;29000-000;29999-999
ES;Pedro Canário;3204054;27;29000-000;29999-999
ES;Pinheiros;3204104;27;29000-000;29999-999
ES;Piúma;3204203;28;29000-000;29999-999
ES;Ponto Belo;3204252;27;29000-000;29999-999
ES;Presidente Kennedy;3204302;28;29000-000;29999-999
ES;Rio Bananal;3204351;27;29000-000;29999-999
ES;Rio Novo Do Sul;3204401;28;29000-000;29999-999
ES;Santa Leopoldina;3204500;27;29000-000;29999-999
ES;Santa Maria De Jetibá;3204559;27;29000-000;29999-999
ES;Santa Teresa;3204609;27;29000-000;29999-999
ES;São Domingos Do Norte;3204658;27;29000-000;29999-999
ES;São Gabriel Da Palha;3204708;27;29000-000;29999-999
ES;São José Do Calçado;3204807;28;29000-000;29999-999
ES;São Mateus;3204906;27;29000-000;29999-999
ES;São Roque Do Canaã;3204955;27;29000-000;29999-999
ES;Serra;3205002;27;29000-000;29999-999
ES;Sooretama;3205010;27;29000-000;29999-999
ES;Vargem Alta;3205036;28;29000-000;29999-999
ES;Venda Nova Do Imigrante;3205069;28;29000-000;29999-999
ES;Viana;3205101;27;29000-000;29999-999
ES;Vila Pavão;3205150;27;29000-000;29999-999
ES;Vila Valério;3205176;27;29000-000;29999-999
ES;Vila Velha;3205200;27;29000-000;29999-999
ES;Vitória;3205309;27;29000-000;29999-999
GO;Abadia De Goiás;5200050;62;72800-000;76799-999
GO;Abadiânia;5200100;62;72800-000;76799-999
GO;Acreúna;5200134;64;72800-000;76799-999
GO;Adelândia;5200159;64;72800-000;76799-999
GO;Água Fria De Goiás;5200175;62;72800-000;76799-999
GO;Água Limpa;5200209;64;72800-000;76799-999
GO;Águas Lindas De Goiás;5200258;61;72800-000;76799-999
GO;Alexânia;5200308;62;72800-000;76799-999
GO;Aloândia;5200506;64;72800-000;76799-999
GO;Alto Horizonte;5200555;62;72800-000;76799-999
GO;Alto Paraíso De Goiás;5200605;62;72800-000;76799-999
GO;Alvorada Do Norte;5200803;62;72800-000;76799-999
GO;Amaralina;5200829;62;72800-000;76799-999
GO;Americano Do Brasil;5200852;64;72800-000;76799-999
GO;Amorinópolis;5200902;64;72800-000;76799-999
GO;Anápolis;5201108;62;75020-090;75045-010
GO;Anhanguera;5201207;64;72800-000;76799-999
GO;Anicuns;5201306;64;72800-000;76799-999
GO;Aparecida De Goiânia;5201405;62;74080-140;74905-490
GO;Aparecida Do Rio Doce;5201454;64;72800-000;76799-999
GO;Aporé;5201504;64;72800-000;76799-999
GO;Araçu;5201603;62;72800-000;76799-999
GO;Aragarças;5201702;64;72800-000;76799-999
GO;Aragoiânia;5201801;62;72800-000;76799-999
GO;Araguapaz;5202155;62;72800-000;76799-999
GO;Arenópolis;5202353;64;72800-000;76799-999
GO;Aruanã;5202502;62;72800-000;76799-999
GO;Aurilândia;5202601;64;72800-000;76799-999
GO;Avelinópolis;5202809;64;72800-000;76799-999
GO;Baliza;5203104;64;72800-000;76799-999
GO;Barro Alto;5203203;62;72800-000;76799-999
GO;Bela Vista De Goiás;5203302;62;72800-000;76799-999
GO;Bom Jardim De Goiás;5203401;64;72800-000;76799-999
GO;Bom Jesus De Goiás;5203500;64;75570-000;75570-000
GO;Bonfinópolis;5203559;62;72800-000;76799-999
GO;Bonópolis;5203575;62;72800-000;76799-999
GO;Brazabrantes;5203609;62;72800-000;76799-999
GO;Britânia;5203807;62;72800-000;76799-999
GO;Buriti Alegre;5203906;64;72800-000;76799-999
GO;Buriti De Goiás;5203939;64;72800-000;76799-999
GO;Buritinópolis;5203962;62;72800-000;76799-999
GO;Cabeceiras;5204003;61;72800-000;76799-999
GO;Cachoeira Alta;5204102;64;72800-000;76799-999
GO;Cachoeira De Goiás;5204201;64;72800-000;76799-999
GO;Cachoeira Dourada;5204250;64;72800-000;76799-999
GO;Caçu;5204300;64;72800-000;76799-999
GO;Caiapônia;5204409;64;72800-000;76799-999
GO;Caldas Novas;5204508;64;72800-000;76799-999
GO;Caldazinha;5204557;62;72800-000;76799-999
GO;Campestre De Goiás;5204607;62;72800-000;76799-999
GO;Campinaçu;5204656;62;72800-000;76799-999
GO;Campinorte;5204706;62;72800-000;76799-999
GO;Campo Alegre De Goiás;5204805;64;72800-000;76799-999
GO;Campo Limpo De Goiás;5204854;62;72800-000;76799-999
GO;Campos Belos;5204904;62;72800-000;76799-999
GO;Campos Verdes;5204953;62;72800-000;76799-999
GO;Carmo Do Rio Verde;5205000;62;72800-000;76799-999
GO;Castelândia;5205059;64;72800-000;76799-999
GO;Catalão;5205109;64;75701-010;75704-090
GO;Caturaí;5205208;62;72800-000;76799-999
GO;Cavalcante;5205307;62;72800-000;76799-999
GO;Ceres;5205406;62;72800-000;76799-999
GO;Cezarina;5205455;64;72800-000;76799-999
GO;Chapadão Do Céu;5205471;64;72800-000;76799-999
GO;Cidade Ocidental;5205497;61;72800-000;76799-999
GO;Cocalzinho De Goiás;5205513;62;72800-000;76799-999
GO;Colinas Do Sul;5205521;62;72800-000;76799-999
GO;Córrego Do Ouro;5205703;64;72800-000;76799-999
GO;Corumbá De Goiás;5205802;62;72800-000;76799-999
GO;Corumbaíba;5205901;64;72800-000;76799-999
GO;Cristalina;5206206;61;72800-000;76799-999
GO;Cristianópolis;5206305;64;72800-000;76799-999
GO;Crixás;5206404;62;72800-000;76799-999
GO;Cromínia;5206503;64;72800-000;76799-999
GO;Cumari;5206602;64;72800-000;76799-999
GO;Damianópolis;5206701;62;72800-000;76799-999
GO;Damolândia;5206800;62;72800-000;76799-999
GO;Davinópolis;5206909;64;72800-000;76799-999
GO;Diorama;5207105;64;72800-000;76799-999
GO;Divinópolis De Goiás;5208301;62;72800-000;76799-999
GO;Doverlândia;5207253;64;72800-000;76799-999
GO;Edealina;5207352;64;72800-000;76799-999
GO;Edéia;5207402;64;72800-000;76799-999
GO;Estrela Do Norte;5207501;62;72800-000;76799-999
GO;Faina;5207535;62;76740-000;76740-000
GO;Fazenda Nova;5207600;62;72800-000;76799-999
GO;Firminópolis;5207808;64;72800-000;76799-999
GO;Flores De Goiás;5207907;62;72800-000;76799-999
GO;Formosa;5208004;61;72800-000;76799-999
GO;Formoso;5208103;62;76470-000;76470-000
GO;Gameleira De Goiás;5208152;62;72800-000;76799-999
GO;Goianápolis;5208400;62;72800-000;76799-999
GO;Goiandira;5208509;64;72800-000;76799-999
GO;Goianésia;5208608;62;72800-000;76799-999
GO;Goiânia;5208707;62;74000-000;74075-030
